Generated using GEOMAGIA50.v3.3 on Jan/11/2022
Age[yr.AD],Sigma-ve[yr.],Sigma+ve[yr.],VADM[E22_AmE2],SigmaVADM[E22_AmE2],SiteLat[deg.],SiteLon[deg.],ArcheoVolcanic,MatID,PIMethID,AltMonID,CoolRID,AnisoID,DatMethID,SpecTypeID,RefID,UploadYear,Uploader,Editor,LastEditDate,UID,
         745,         104,         104,       14.29,     -999.00,     -8.4000,    281.2000,Archeo,5,6,-1,          -1,          -1,101;104,1,          40,2007,Fabio Donadini,Maxwell Brown,7/24/2017,946,
         747,          98,          62,        9.36,        0.27,     19.6639,    204.8815,Volcanic,4,13,7,          -1,          -1,105,1,         540,2019,Maxwell Brown,-999,-999,12162,
         750,         150,         150,        8.15,        1.01,     19.6900,    261.1600,Archeo,5,4,1,           1,           4,102,1,         908,2020,Maxwell Brown,-999,-999,13056,
         750,          50,          50,        8.31,        0.98,     19.6900,    261.1600,Archeo,5,4,1,           1,           4,102,1,         908,2020,Maxwell Brown,-999,-999,13057,
         750,          50,          50,        4.82,        0.49,     19.6900,    261.1600,Archeo,5,4,1,           1,           4,102,1,         908,2020,Maxwell Brown,-999,-999,13058,
         750,          50,          50,        9.09,        0.80,     19.6900,    261.1600,Archeo,5,4,1,           1,           4,102,1,         908,2020,Maxwell Brown,-999,-999,13059,
         750,          50,          50,        3.66,        0.87,     19.6900,    261.1600,Archeo,5,4,1,           1,           4,102,1,         908,2020,Maxwell Brown,-999,-999,13060,
         750,          50,          50,        6.37,        0.16,     19.6900,    261.1600,Archeo,5,4,1,           1,           4,102,1,         908,2020,Maxwell Brown,-999,-999,13061,
         750,          50,          50,       10.81,        2.16,     47.8000,    102.8000,Archeo,1,1,-1,          -1,          -1,101,2,          62,2007,Fabio Donadini,-999,-999,1549,
         750,         150,         150,        9.71,     -999.00,     14.7000,    269.5000,Archeo,5,1,-1,          -1,          -1,101;103,1,          13,2009,Fabio Donadini,Maxwell Brown,7/24/2017,274,
         750,         150,         150,        9.56,        0.52,     14.7000,    269.5000,Archeo,5,1,-1,          -1,          -1,101;103,1,          13,2009,Fabio Donadini,Maxwell Brown,7/24/2017,275,
         750,          50,          50,       10.61,        0.16,     48.2000,     26.3000,Archeo,9,1,-1,          -1,          -1,0,2,         265,2007,Fabio Donadini,-999,-999,2067,
         750,         150,         150,       11.84,        0.24,     14.7000,    269.5000,Archeo,2,1,-1,          -1,          -1,101;103,1,          13,2009,Fabio Donadini,-999,-999,276,
         750,          50,          50,       12.68,        0.16,     46.8000,     28.5000,Archeo,9,1,-1,          -1,          -1,0,2,         265,2007,Fabio Donadini,-999,-999,2068,
         750,         150,         150,        9.94,     -999.00,     14.7000,    269.5000,Archeo,5,1,-1,          -1,          -1,101;103,1,          13,2009,Fabio Donadini,-999,-999,277,
         750,          50,          50,       11.72,        0.47,     49.6000,     31.4000,Archeo,9,1,-1,          -1,          -1,0,2,         265,2007,Fabio Donadini,-999,-999,2069,
         750,         150,         150,       10.65,     -999.00,     14.7000,    269.5000,Archeo,5,1,-1,          -1,          -1,101;103,1,          13,2009,Fabio Donadini,Maxwell Brown,7/24/2017,278,
         750,          50,          50,       11.95,        0.31,     50.3000,     30.5000,Archeo,9,1,-1,          -1,          -1,0,2,         265,2007,Fabio Donadini,-999,-999,2070,
         750,         150,         150,       10.65,        0.33,     14.7000,    269.5000,Archeo,2,1,-1,          -1,          -1,101;103,1,          13,2009,Fabio Donadini,-999,-999,279,
         750,          50,          50,       11.37,        0.47,     48.5000,     26.3000,Archeo,9,1,-1,          -1,          -1,0,2,         265,2007,Fabio Donadini,-999,-999,2071,
         750,          50,          50,       11.05,        0.32,     48.5000,     26.3000,Archeo,9,1,-1,          -1,          -1,0,2,         265,2007,Fabio Donadini,-999,-999,2072,
         750,          50,          50,       12.47,        0.16,     48.5000,     26.3000,Archeo,9,1,-1,          -1,          -1,0,2,         265,2007,Fabio Donadini,-999,-999,2073,
         750,          50,          50,       12.31,        0.16,     48.5000,     26.3000,Archeo,9,1,-1,          -1,          -1,0,2,         265,2007,Fabio Donadini,-999,-999,2074,
         750,          50,          50,       12.32,     -999.00,     40.5000,     50.0000,Archeo,3,1,-1,          -1,          -1,101,2,          68,2007,Fabio Donadini,-999,-999,1836,
         750,         150,         150,       11.85,     -999.00,     42.0000,     45.0000,Archeo,1,1,-1,          -1,          -1,101,2,          68,2007,Fabio Donadini,-999,-999,1837,
         750,          50,          50,        9.58,        0.61,     51.0000,     34.0000,Archeo,10,1,-1,          -1,          -1,101,2,          68,2007,Fabio Donadini,-999,-999,1838,
         750,          25,          25,       12.48,        0.07,     26.5000,     31.7000,Archeo,1,1,-1,          -1,           4,101,2,          16,2007,Fabio Donadini,Maxwell Brown,7/24/2017,315,
         750,          30,          30,       12.53,        0.54,     36.8000,     45.2000,Archeo,5,2,6,          -1,           1,101,-1,         798,2019,Gwenael Herve,-999,-999,11326,
         750,         100,         100,        8.56,        0.71,     33.1900,    248.0800,Archeo,5,1,1,           2,           3,101,1,          27,2007,Fabio Donadini,-999,-999,600,
         750,         150,         150,       10.60,        0.59,     46.7400,      0.9100,Archeo,9,1,1,           1,           3,101,3,         514,2012,Fabio Donadini,-999,-999,9064,
         750,          -1,          -1,        8.15,        0.02,     11.0300,     79.5800,Archeo,5,1,-1,           2,          -1,101,1,          20,2007,Fabio Donadini,-999,-999,373,
         750,          50,          50,       10.67,     -999.00,     41.8000,     44.7000,Archeo,2,1,-1,           0,           0,101,1,          64,2007,Fabio Donadini,-999,-999,1656,
         750,          50,          50,       10.25,     -999.00,     42.0000,     44.1000,Archeo,10,1,-1,           0,           0,106,1,          64,2007,Fabio Donadini,-999,-999,1673,
         750,          50,          50,       10.56,     -999.00,     42.0000,     44.1000,Archeo,10,1,-1,           0,           0,106,1,          64,2007,Fabio Donadini,-999,-999,1674,
         750,         150,         150,        8.89,        1.36,     22.4100,    257.8280,Archeo,5,2,1,           1,           5,101,3,         838,2019,Gwenael Herve,-999,-999,11936,
         750,         150,         150,        6.50,        0.63,     22.4100,    257.8280,Archeo,5,2,1,           1,           5,101,3,         838,2019,Gwenael Herve,-999,-999,11937,
         750,          20,          20,        7.00,        0.14,     17.4800,    267.9600,Archeo,8,1,1,           1,           5,101,3,         524,2013,Fabio Donadini,Gwena&#235;l Herv&#233;,5/1/2019,9127,
         750,          50,          50,       11.74,        0.16,     48.0000,     27.0000,Archeo,2,1,0,           0,           0,101,1,          23,2007,Fabio Donadini,Maxwell Brown,7/24/2017,439,
         750,          50,          50,        9.16,        0.16,     48.5000,     27.0000,Archeo,2,1,0,           0,           0,101,1,          23,2007,Fabio Donadini,Maxwell Brown,7/24/2017,440,
         750,          50,          50,       10.10,        0.16,     48.5000,     27.0000,Archeo,2,1,0,           0,           0,101,1,          23,2007,Fabio Donadini,Maxwell Brown,7/24/2017,441,
         750,         150,         150,        6.61,        0.77,     21.1300,    270.2200,Archeo,5,2,1,           1,           5,101,3,         854,2019,Gwenael Herve,-999,-999,11996,
         750,         150,         150,        4.65,     -999.00,     21.1300,    270.2200,Archeo,5,2,1,           1,           5,101,3,         854,2019,Gwenael Herve,-999,-999,11998,
         750,         150,         150,        7.53,        0.82,     21.1100,    270.3300,Archeo,5,2,1,           1,           5,101,3,         854,2019,Gwenael Herve,-999,-999,11999,
         750,         150,         150,        3.94,        0.09,     20.9500,    270.4500,Archeo,5,2,1,           1,           5,101,3,         854,2019,Gwenael Herve,-999,-999,12000,
         750,          50,          50,       10.53,        0.31,     34.7500,    135.5500,Archeo,3,2,0,           0,           0,101,1,          24,2007,Fabio Donadini,Maxwell Brown,7/24/2017,495,
         750,          50,          50,       12.06,        0.35,     34.6000,    135.4500,Archeo,8,2,0,           0,           0,101,1,          24,2007,Fabio Donadini,Maxwell Brown,7/24/2017,496,
         750,         150,         150,       12.07,        0.35,     -8.0000,    281.0000,Archeo,2,1,-1,          -1,          -1,101;103,1,          13,2007,Fabio Donadini,Maxwell Brown,7/24/2017,245,
         750,         150,         150,        7.37,        0.69,     19.6900,    261.1600,Archeo,5,4,1,           1,           4,102,1,         908,2020,Maxwell Brown,-999,-999,13055,
         755,          45,          45,       11.61,        2.33,     34.5000,    135.5000,Archeo,2,1,-1,          -1,          -1,101,1,          96,2007,Fabio Donadini,-999,-999,2538,
         760,          10,          10,       10.66,        0.39,     34.6000,    135.4500,Archeo,8,2,0,           0,           0,101,1,          24,2007,Fabio Donadini,Maxwell Brown,7/24/2017,497,
         762,         144,         144,       13.50,     -999.00,     39.8800,    116.3900,Archeo,0,1,-1,          -1,          -1,-1,0,         870,2019,Maxwell Brown,-999,-999,12256,
         762,         144,         144,        7.45,     -999.00,     39.8000,     78.4000,Archeo,5,1,0,           0,           0,101,2,          28,2007,Fabio Donadini,Maxwell Brown,7/24/2017,644,
         762,         144,         144,        9.73,     -999.00,     39.5300,     76.0300,Archeo,5,1,0,           0,           0,101,2,          28,2007,Fabio Donadini,Maxwell Brown,7/24/2017,645,
         762,         144,         144,       11.11,     -999.00,     43.6700,     93.0800,Archeo,2,1,0,           0,           0,101,2,          28,2007,Fabio Donadini,Maxwell Brown,7/24/2017,646,
         763,         145,         145,       10.70,        2.14,     30.4000,    103.5000,Archeo,1,1,1,          -1,          -1,0,2,          75,2007,Fabio Donadini,-999,-999,2323,
         763,         145,         145,        9.56,     -999.00,     34.7000,    112.7000,Archeo,7,3,-1,           2,           4,101,1,          29,2007,Fabio Donadini,-999,-999,710,
         765,          15,          15,        9.11,        1.83,     35.2000,    137.1000,Archeo,3,1,-1,          -1,          -1,101,1,          95,2007,Fabio Donadini,-999,-999,2522,
         765,           5,           5,       12.43,        0.53,     31.5822,    130.6916,Volcanic,4,4,1,          -1,           2,105,1,         533,2013,Fabio Donadini,Gwena&#235;l Herv&#233;,5/1/2019,9192,
         768,          30,          30,        6.65,     -999.00,     34.7000,    113.6000,Archeo,5,3,-1,           2,           4,101,1,          29,2007,Fabio Donadini,-999,-999,711,
         768,          30,          30,        9.48,     -999.00,     34.4000,    109.2000,Archeo,1,3,-1,           2,           4,101,1,          29,2007,Fabio Donadini,-999,-999,712,
         770,          10,          10,       12.65,        0.42,     34.6000,    135.4500,Archeo,8,2,0,           0,           0,101,1,          24,2007,Fabio Donadini,Maxwell Brown,7/24/2017,498,
         774,         143,         143,       13.04,     -999.00,     -8.4000,    281.2000,Archeo,5,6,-1,          -1,          -1,101;104,1,          40,2007,Fabio Donadini,Maxwell Brown,7/24/2017,947,
         775,         125,         125,        7.94,        0.68,     18.6766,    261.2295,Archeo,5,1,1,           1,           3,101,3,         863,2019,Gwenael Herve,-999,-999,12069,
         775,         125,         125,        7.80,        0.59,     18.6766,    261.2295,Archeo,5,1,1,           1,           3,101,3,         863,2019,Gwenael Herve,-999,-999,12070,
         775,         125,         125,        7.89,        0.23,     18.6766,    261.2295,Archeo,5,1,1,           1,           3,101,3,         863,2019,Gwenael Herve,-999,-999,12071,
         775,         125,         125,        7.12,        0.68,     18.6766,    261.2295,Archeo,5,1,1,           1,           3,101,3,         863,2019,Gwenael Herve,-999,-999,12072,
         775,         125,         125,        8.93,        0.45,     18.6766,    261.2295,Archeo,5,1,1,           1,           3,101,3,         863,2019,Gwenael Herve,-999,-999,12073,
         775,         125,         125,        9.57,        0.16,     18.6766,    261.2295,Archeo,5,1,1,           1,           3,101,3,         863,2019,Gwenael Herve,-999,-999,12074,
         775,         125,         125,        8.23,        0.66,     18.6766,    261.2295,Archeo,5,1,1,           1,           3,101,3,         863,2019,Gwenael Herve,-999,-999,12075,
         775,         125,         125,        6.40,        0.20,     18.6766,    261.2295,Archeo,5,1,1,           1,           3,101,3,         863,2019,Gwenael Herve,-999,-999,12076,
         775,         125,         125,        8.55,        0.16,     18.6766,    261.2295,Archeo,5,1,1,           1,           3,101,3,         863,2019,Gwenael Herve,-999,-999,12077,
         775,         125,         125,        8.98,        0.54,     18.6766,    261.2295,Archeo,5,1,1,           1,           3,101,3,         863,2019,Gwenael Herve,-999,-999,12078,
         775,         125,         125,        8.34,        0.41,     18.6766,    261.2295,Archeo,5,1,1,           1,           3,101,3,         863,2019,Gwenael Herve,-999,-999,12079,
         775,         125,         125,        9.29,        0.45,     18.6766,    261.2295,Archeo,5,1,1,           1,           3,101,3,         863,2019,Gwenael Herve,-999,-999,12080,
         775,         125,         125,        5.59,        0.32,     18.6766,    261.2295,Archeo,5,1,1,           1,           3,101,3,         863,2019,Gwenael Herve,-999,-999,12081,
         775,          25,          25,       12.00,        1.00,     38.4800,    358.3900,Archeo,8,1,1,           1,           3,101;105,3,         514,2012,Fabio Donadini,-999,-999,9066,
         775,          25,          25,       12.39,        0.49,     47.9000,      1.9000,Archeo,5,9,8,           1,           4,101,3,         781,2019,Gwenael Herve,-999,-999,11149,
         775,          25,          25,       11.94,        0.33,     47.9000,      1.9000,Archeo,5,9,8,           1,           4,101,3,         781,2019,Gwenael Herve,-999,-999,11150,
         775,          25,          25,       13.85,        0.24,     47.5000,      7.6000,Archeo,2,2,1,          -1,           2,101;102,2,          37,2014,Fabio Donadini,-999,-999,9648,
         775,         184,         184,       12.03,     -999.00,     -8.4000,    281.2000,Archeo,5,6,-1,          -1,          -1,101;104,1,          40,2007,Fabio Donadini,Maxwell Brown,7/24/2017,948,
         775,          75,          75,        7.88,        0.78,     37.5000,    250.5000,Archeo,5,1,-1,          -1,          -1,101;103,2,          11,2007,Fabio Donadini,Maxwell Brown,7/24/2017,211,
         780,          10,          10,       10.08,        0.42,     34.5000,    135.4500,Archeo,8,2,0,           0,           0,101,1,          24,2007,Fabio Donadini,Maxwell Brown,7/24/2017,499,
         785,         245,         245,       10.81,     -999.00,    -17.7000,    168.4000,Archeo,5,8,2,           2,           4,102,3,         490,2009,Fabio Donadini,-999,-999,8711,
         787,          12,          12,       13.23,        1.06,     38.4800,    358.3900,Archeo,8,1,1,           1,           3,101;105,3,         514,2012,Fabio Donadini,-999,-999,9067,
         790,         250,         250,        7.83,        0.04,     36.7200,    355.2800,Archeo,1,2,6,           0,           5,125,3,         521,2013,Fabio Donadini,-999,-999,9112,
         790,          10,          10,       11.17,        0.52,     34.7500,    135.5500,Archeo,8,2,0,           0,           0,101,1,          24,2007,Fabio Donadini,Maxwell Brown,7/24/2017,500,
         792,         358,         357,       11.57,        1.56,     37.7500,    334.4350,Volcanic,4,4,1,          -1,          -1,102,3,         884,2019,Maxwell Brown,-999,-999,12462,
         800,         100,         100,       11.39,        2.27,     47.2000,    102.8000,Archeo,1,1,-1,          -1,          -1,101,2,          62,2007,Fabio Donadini,-999,-999,1550,
         800,         100,         100,       10.15,        0.66,     15.0000,    267.8000,Archeo,5,1,-1,          -1,          -1,101;103,1,          13,2009,Fabio Donadini,Maxwell Brown,7/24/2017,280,
         800,         100,         100,       11.51,        0.10,     -8.4000,    281.2000,Archeo,5,2,1,          -1,           3,101;104,1,          33,2007,Fabio Donadini,Maxwell Brown,7/24/2017,794,
         800,         100,         100,       12.38,        0.45,     -8.4000,    281.2000,Archeo,5,2,1,          -1,           3,101;104,1,          33,2007,Fabio Donadini,Maxwell Brown,7/24/2017,795,
         800,         100,         100,       12.41,        0.85,     -8.4000,    281.2000,Archeo,5,2,1,          -1,           3,101;104,1,          33,2007,Fabio Donadini,Maxwell Brown,7/24/2017,796,
         800,         100,         100,       12.94,        0.63,     -8.4000,    281.2000,Archeo,5,2,1,          -1,           3,101;104,1,          33,2007,Fabio Donadini,Maxwell Brown,7/24/2017,797,
         800,         100,         100,       13.09,        0.05,     -8.4000,    281.2000,Archeo,5,2,1,          -1,           3,101;104,1,          33,2007,Fabio Donadini,Maxwell Brown,7/24/2017,798,
         800,          90,          90,       12.29,        0.27,     12.7900,    358.9100,Archeo,9,4,1,           1,           2,102,2,         758,2019,Maxwell Brown,Maxwell Brown,8/25/2020,10797,
         800,          90,          90,       10.94,        2.27,     12.7900,    358.9100,Archeo,9,4,1,           1,           2,110,2,         758,2019,Maxwell Brown,Maxwell Brown,8/25/2020,10798,
         800,         100,         100,       11.02,        0.25,     42.0000,     45.0000,Archeo,1,1,-1,          -1,          -1,101,2,          68,2007,Fabio Donadini,-999,-999,1839,
         800,         100,         100,       11.68,        0.74,     42.0000,     46.0000,Archeo,1,1,-1,          -1,          -1,101,2,          68,2007,Fabio Donadini,-999,-999,1840,
         800,         100,         100,       14.73,     -999.00,     45.0000,     35.0000,Archeo,9,1,-1,          -1,          -1,101,2,          68,2007,Fabio Donadini,-999,-999,1841,
         800,         100,         100,       13.47,        0.08,     45.0000,     35.0000,Archeo,9,1,-1,          -1,          -1,101,2,          68,2007,Fabio Donadini,-999,-999,1842,
         800,         100,         100,       13.40,     -999.00,     45.0000,     35.0000,Archeo,9,1,-1,          -1,          -1,101,2,          68,2007,Fabio Donadini,-999,-999,1843,
         800,          50,          50,       10.95,        0.39,     40.6000,     22.7000,Archeo,9,1,1,           2,           6,101,2,         496,2011,Fabio Donadini,Maxwell Brown,7/24/2017,8773,
         800,         100,         100,       12.69,        0.31,     36.8000,     45.2000,Archeo,5,2,6,          -1,           1,101,-1,         798,2019,Gwenael Herve,-999,-999,11344,
         800,         150,         150,       12.13,        0.52,     32.7600,    245.2800,Archeo,5,2,1,           1,           3,102,1,           4,2007,Fabio Donadini,Maxwell Brown,7/24/2017,81,
         800,         150,         150,       13.26,        2.79,     33.1000,    245.1300,Archeo,5,2,1,           1,           3,101,1,           4,2007,Fabio Donadini,Maxwell Brown,7/24/2017,82,
         800,          10,          10,        7.85,     -999.00,     35.4000,    250.6000,Archeo,8,6,-1,           2,           4,101,0,          83,2007,Fabio Donadini,-999,-999,2388,
         800,         100,         100,        8.73,        0.55,     33.1900,    248.0800,Archeo,5,1,1,           2,           3,101,1,          27,2007,Fabio Donadini,-999,-999,601,
         800,         100,         100,        9.31,        0.19,     33.1900,    248.0800,Archeo,5,1,1,           2,           3,101,1,          27,2007,Fabio Donadini,-999,-999,602,
         800,         100,         100,        9.39,        2.19,     33.9000,    247.2000,Archeo,8,1,0,           0,           0,103;106;109,1,           5,2007,Fabio Donadini,-999,-999,93,
         800,          50,          50,       13.87,        0.06,     24.0830,     32.5300,Archeo,8,2,1,          -1,          -1,101,3,         765,2019,Maxwell Brown,-999,-999,10876,
         800,          -1,          -1,        8.46,        0.04,     12.0800,     78.1300,Archeo,5,1,-1,           2,          -1,101,1,          20,2007,Fabio Donadini,-999,-999,383,
         800,         100,         100,        3.79,        0.24,    -22.2200,    247.0000,Volcanic,4,2,1,           1,           0,112,3,          48,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1155,
         800,          25,          25,       10.25,        1.20,     41.0000,     48.0000,Archeo,2,1,1,          -1,          -1,101,2,          72,2007,Fabio Donadini,-999,-999,2191,
         800,          25,          25,       12.21,        0.49,     47.9000,      1.9000,Archeo,5,9,8,           1,           4,101,3,         781,2019,Gwenael Herve,-999,-999,11151,
         800,          50,          50,        8.31,        0.38,     28.3666,     79.1166,Archeo,5,1,-1,           0,           0,101;103,1,          58,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1434,
         800,         100,         100,       12.85,     -999.00,     45.5000,     35.0000,Archeo,2,1,0,           0,           0,101,1,          23,2007,Fabio Donadini,Maxwell Brown,7/24/2017,430,
         800,         100,         100,       10.09,     -999.00,     45.5000,     35.0000,Archeo,2,1,0,           0,           0,101,1,          23,2007,Fabio Donadini,Maxwell Brown,7/24/2017,431,
         800,         100,         100,       11.71,        0.65,     45.5000,     35.0000,Archeo,2,1,0,           0,           0,101,1,          23,2007,Fabio Donadini,Maxwell Brown,7/24/2017,432,
         800,         100,         100,       10.74,     -999.00,     45.5000,     35.0000,Archeo,2,1,0,           0,           0,101,1,          23,2007,Fabio Donadini,Maxwell Brown,7/24/2017,434,
         800,          20,          20,        9.34,        1.12,     41.7000,     26.3000,Archeo,9,2,1,          -1,          -1,105,2,         502,2014,Fabio Donadini,-999,-999,9659,
         800,         100,         100,       10.45,        0.79,    -10.0000,    285.0000,Archeo,8,7,-1,          -1,           4,101,3,         111,2007,Fabio Donadini,-999,-999,2781,
         800,          -1,          -1,        9.94,        0.53,     33.2000,    248.0000,Archeo,5,1,-1,          -1,          -1,101;103,1,          13,2007,Fabio Donadini,Maxwell Brown,7/24/2017,246,
         812,          -1,          -1,        8.02,        0.37,     19.4830,    205.1000,Volcanic,4,7,1,           0,           0,106,3,          49,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1317,
         815,          35,          35,       12.22,        0.38,     36.8000,     45.2000,Archeo,5,2,6,          -1,           1,101,-1,         798,2019,Gwenael Herve,-999,-999,11327,
         815,          81,          81,        8.64,        0.95,     15.8100,    346.6900,Archeo,5,4,1,           1,           3,101;102;109,3,         508,2011,Fabio Donadini,-999,-999,8836,
         817,          57,          57,        8.44,        1.00,     37.5800,    250.1700,Archeo,8,1,-1,          -1,          -1,111,0,         897,2020,Maxwell Brown,-999,-999,12819,
         817,         164,         164,       11.06,        1.27,     16.7300,    266.7400,Archeo,8,2,1,           1,           5,101;102,3,         435,2009,Fabio Donadini,Gwena&#235;l Herv&#233;,5/1/2019,8300,
         820,         180,         180,       10.22,        0.48,    -14.3200,    284.8900,Archeo,8,25,1,           1,           3,101,3,         772,2019,Maxwell Brown,-999,-999,10915,
         825,          25,          25,       10.36,        0.94,     43.2000,     27.6000,Archeo,9,1,6,          -1,          -1,101,2,         502,2013,Fabio Donadini,-999,-999,9511,
         825,         135,         124,        8.57,        0.84,    -28.6400,    294.2200,Archeo,5,2,1,           1,          -1,103,3,         878,2019,Maxwell Brown,-999,-999,12344,
         825,          25,          25,       12.43,        0.41,     47.9000,      1.9000,Archeo,5,9,8,           1,           4,101,3,         781,2019,Gwenael Herve,-999,-999,11152,
         825,          25,          25,       12.72,        0.60,     47.9000,      1.9000,Archeo,5,9,8,           1,           4,101,3,         781,2019,Gwenael Herve,-999,-999,11153,
         825,          25,          25,       12.44,        0.30,     48.8000,      2.3000,Archeo,5,9,8,           1,           4,101,3,         781,2019,Gwenael Herve,-999,-999,11154,
         825,          25,          25,       12.48,        0.51,     47.9000,      1.9000,Archeo,5,9,8,           1,           4,101,3,         781,2019,Gwenael Herve,-999,-999,11155,
         825,          25,          25,       12.58,        0.36,     48.8000,      2.3000,Archeo,5,9,8,           1,           3,101,-1,         921,2020,Maxwell Brown,-999,-999,13993,
         825,         375,         375,        7.97,        0.20,     37.7440,    334.4060,Volcanic,4,4,1,          -1,          -1,103,3,         884,2019,Maxwell Brown,-999,-999,12458,
         825,          75,          75,       11.95,        0.24,     39.6600,     -1.4000,Archeo,5,2,6,          -1,           1,101,3,         820,2019,Gwenael Herve,-999,-999,11697,
         825,          75,          75,       10.11,        0.12,     39.6600,     -1.4000,Archeo,5,2,6,          -1,           1,101,3,         820,2019,Gwenael Herve,-999,-999,11698,
         825,          75,          75,        9.35,        0.56,     39.6600,     -1.4000,Archeo,5,2,6,          -1,           1,101,3,         820,2019,Gwenael Herve,-999,-999,11699,
         825,          75,          75,       12.54,        0.24,     39.6600,     -1.4000,Archeo,5,2,6,          -1,           1,101,3,         820,2019,Gwenael Herve,-999,-999,11700,
         825,          75,          75,        9.80,        0.12,     39.6600,     -1.4000,Archeo,5,2,6,          -1,           1,101,3,         820,2019,Gwenael Herve,-999,-999,11701,
         825,          25,          25,       10.28,        0.31,     34.2000,    135.2000,Archeo,8,2,0,           0,           0,101,1,          24,2007,Fabio Donadini,Maxwell Brown,7/24/2017,501,
         834,          74,          74,       11.00,        0.30,     32.3700,    119.4700,Archeo,1,1,0,           0,           0,101,2,          31,2007,Fabio Donadini,Maxwell Brown,7/24/2017,758,
         835,          72,          72,       10.16,        0.46,     38.8000,    114.7000,Archeo,7,2,1,          -1,           3,101,3,         813,2019,Maxwell Brown,-999,-999,11575,
         835,          72,          72,       11.32,        0.54,     38.8000,    114.7000,Archeo,7,4,1,           1,           3,101,3,         813,2019,Maxwell Brown,-999,-999,11576,
         837,          62,          62,       11.35,        0.40,     35.2000,     40.3000,Archeo,8,2,1,           1,           3,105,1,          45,2007,Fabio Donadini,Maxwell Brown,7/24/2017,1030,
         838,           0,           0,        9.32,        0.26,     34.6900,    139.4400,Volcanic,4,2,1,           0,           0,105;109,1,          34,2007,Fabio Donadini,-999,-999,820,
         841,         120,         128,       10.72,        1.01,     19.3030,    204.6940,Volcanic,4,1,1,           1,          -1,102,1,          26,2007,Fabio Donadini,Maxwell Brown,5/1/2019,572,
         847,         207,         301,        9.25,        0.87,     19.6730,    204.1880,Volcanic,4,1,1,           1,          -1,102,1,          26,2007,Fabio Donadini,Maxwell Brown,5/1/2019,571,
         850,         150,         150,        9.32,        1.86,     42.9000,     41.0000,Archeo,11,1,-1,          -1,          -1,101,2,          62,2007,Fabio Donadini,-999,-999,1551,
         850,          50,          50,       11.70,        2.34,     47.0000,    102.0000,Archeo,1,1,-1,          -1,          -1,101,2,          62,2007,Fabio Donadini,-999,-999,1552,
         850,          50,          50,       13.44,        0.82,     44.8000,     34.5000,Archeo,9,1,-1,          -1,          -1,0,2,         265,2007,Fabio Donadini,-999,-999,2075,
         850,          50,          50,       12.78,        0.16,     44.8000,     34.5000,Archeo,9,1,-1,          -1,          -1,0,2,         265,2007,Fabio Donadini,-999,-999,2076,
         850,         150,         150,        7.79,     -999.00,     53.8000,    109.1000,Archeo,2,2,6,          -1,           1,101;102,-1,         797,2019,Gwenael Herve,-999,-999,11292,
         850,          50,          50,       14.04,     -999.00,     48.6000,     26.7000,Archeo,9,1,-1,          -1,          -1,0,2,         265,2007,Fabio Donadini,-999,-999,2077,
         850,          50,          50,       11.72,        0.16,     46.8000,     28.5000,Archeo,9,1,-1,          -1,          -1,0,2,         265,2007,Fabio Donadini,-999,-999,2078,
         850,          50,          50,       13.00,        0.48,     46.8000,     28.5000,Archeo,9,1,-1,          -1,          -1,0,2,         265,2007,Fabio Donadini,-999,-999,2079,
         850,          50,          50,       15.36,        0.63,     44.0000,     34.0000,Archeo,9,1,-1,          -1,          -1,101,2,          68,2007,Fabio Donadini,-999,-999,1844,
         850,         150,         150,        9.48,     -999.00,     45.0000,     35.5000,Archeo,1,1,-1,          -1,          -1,101,2,          68,2007,Fabio Donadini,-999,-999,1845,
         850,          30,          30,       13.10,        0.47,     36.8000,     45.2000,Archeo,5,2,6,          -1,           1,101,-1,         798,2019,Gwenael Herve,-999,-999,11328,
         850,         100,         100,        9.12,        0.05,     33.1900,    248.0800,Archeo,5,1,1,           2,           3,101,1,          27,2007,Fabio Donadini,-999,-999,603,
         850,          50,          50,       11.70,        0.02,     20.6000,    260.7000,Archeo,1,1,0,           0,           0,101;109,1,           5,2009,Fabio Donadini,-999,-999,106,
         850,          50,          50,       12.72,        1.27,     38.4800,    358.3900,Archeo,8,1,1,           1,           3,101;105,3,         514,2012,Fabio Donadini,-999,-999,9068,
         850,         150,         150,        5.73,     -999.00,     42.0000,     44.1000,Archeo,2,1,-1,           0,           0,101,1,          64,2007,Fabio Donadini,-999,-999,1657,
         850,          50,          50,        8.37,     -999.00,     41.0000,     48.0000,Archeo,2,1,1,          -1,          -1,101,2,          72,2007,Fabio Donadini,-999,-999,2192,
         850,          25,          25,       11.16,        1.15,     38.0000,     -1.1000,Archeo,5,1,-1,           1,           3,101,3,         782,2019,Gwenael Herve,-999,-999,11157,
         850,          50,          50,       14.16,        2.95,     47.0000,    102.0000,Archeo,0,1,-1,          -1,          -1,0,0,         132,2007,Fabio Donadini,-999,-999,3249,
         850,         150,         150,       15.00,        1.50,     53.0000,    107.0000,Archeo,8,2,6,          -1,           5,101,2,          73,2007,Fabio Donadini,-999,-999,2229,
         850,         150,         150,       10.24,        1.22,     29.7160,     34.9840,Archeo,12,4,1,          -1,          -1,102,3,         366,2009,Fabio Donadini,Maxwell Brown,5/1/2019,6610,
